Ref,Val,Package,PosX,PosY,Rot,Side
"C1","0.1u","C_0603_1608Metric",146.700000,-86.800000,0.000000,top
"C2","0.1u","C_0603_1608Metric",148.600000,-98.100000,270.000000,top
"FB1","1k","L_0603_1608Metric",147.000000,-98.100000,90.000000,top
"R1","10k","R_0603_1608Metric",145.000000,-80.000000,90.000000,top
"R2","10k","R_0603_1608Metric",147.000000,-80.000000,90.000000,top
"U1","SLG47004","QFN-24-1EP_3x3mm_P0.4mm_EP1.75x1.6mm",147.320000,-92.075000,180.000000,top
